time,Latitude_B4,Longitude_B4,Latitude_B6,Longitude_B6
2012-03-16 06:00:00,86.131570816025,-48.4583024979,NaN,NaN
2012-03-16 07:00:00,86.13104470569583,-48.45476261778334,NaN,NaN
2012-03-16 08:00:00,86.13051859536667,-48.45122273766667,NaN,NaN
2012-03-16 09:00:00,86.1299924850375,-48.44768285755,NaN,NaN
2012-03-16 10:00:00,86.12946637470833,-48.44414297743334,NaN,NaN
2012-03-16 11:00:00,86.12894026437917,-48.44060309731667,NaN,NaN
2012-03-16 12:00:00,86.12841415405,-48.437063217200006,NaN,NaN
2012-03-16 13:00:00,86.12788804372083,-48.43352333708334,NaN,NaN
2012-03-16 14:00:00,86.12736193339167,-48.42998345696667,NaN,NaN
2012-03-16 15:00:00,86.12683582306249,-48.426443576850005,NaN,NaN
2012-03-16 16:00:00,86.12630971273333,-48.422903696733336,NaN,NaN
2012-03-16 17:00:00,86.12578360240417,-48.419363816616666,NaN,NaN
2012-03-16 18:00:00,86.125257492075,-48.415823936500004,NaN,NaN
2012-03-16 19:00:00,86.12473138174583,-48.412284056383335,NaN,NaN
